term	category	first_tier	first_source
stimulus-induced myoclonus	FINDING	4b	4b:thalamus_notes
severe respiratory distress at birth	FINDING	4b	4b:thalamus_notes
respiratory failure at birth	FINDING	4b	4b:thalamus_notes
severe asphyxia	FINDING	4b	4b:thalamus_notes
birth occurred	FINDING	4b	4b:thalamus_notes
palate lesion	FINDING	4b	4b:thalamus_notes
swelling inflammatory	FINDING	4b	4b:thalamus_notes
gb3	FINDING	4b	4b:thalamus_notes
erythema of right forearm	FINDING	4b	4b:thalamus_notes
papule on left forearm	FINDING	4b	4b:thalamus_notes
unsteady when walking	FINDING	4b	4b:thalamus_notes
wound of right thigh	FINDING	4b	4b:thalamus_notes
diffuse fatty liver	FINDING	4b	4b:thalamus_notes
lesion genital	FINDING	4b	4b:thalamus_notes
dryness of lips	FINDING	4b	4b:thalamus_notes
required ecmo	FINDING	4b	4b:thalamus_notes
thigh muscle atrophy	FINDING	4b	4b:thalamus_notes
tongue twitching	FINDING	4b	4b:thalamus_notes
partner pregnancy	FINDING	4b	4b:thalamus_notes
mucous stool	FINDING	4b	4b:thalamus_notes
flat speech	FINDING	4b	4b:thalamus_notes
neck stable	FINDING	4b	4b:thalamus_notes
abnormal erythrocyte sedimentation rate	FINDING	4b	4b:thalamus_notes
continued complete response	FINDING	4b	4b:thalamus_notes
microscopic involvement	FINDING	4b	4b:thalamus_notes
watery sputum	FINDING	4b	4b:thalamus_notes
oropharyngeal incoordination	FINDING	4b	4b:thalamus_notes
extremely elevated creatine phosphokinase	FINDING	4b	4b:thalamus_notes
history of postpartum psychosis	FINDING	4b	4b:thalamus_notes
facial scaling	FINDING	4b	4b:thalamus_notes
arcuate scotoma	FINDING	4b	4b:thalamus_notes
prostate firm	FINDING	4b	4b:thalamus_notes
social history unobtainable	FINDING	4b	4b:thalamus_notes
masses subcutaneous	FINDING	4b	4b:thalamus_notes
pyloric hypertrophy	FINDING	4b	4b:thalamus_notes
normal supraglottis	FINDING	4b	4b:thalamus_notes
voluminous stools	FINDING	4b	4b:thalamus_notes
cerebellar ataxic gait	FINDING	4b	4b:thalamus_notes
migratory lesions	FINDING	4b	4b:thalamus_notes
history of root canal treatment	FINDING	4b	4b:thalamus_notes
lesion spleen	FINDING	4b	4b:thalamus_notes
bac level	FINDING	4b	4b:thalamus_notes
5 - moderate	FINDING	4b	4b:thalamus_notes
structural abnormalities, mild	FINDING	4b	4b:thalamus_notes
central abdominal mass	FINDING	4b	4b:thalamus_notes
estimated intelligence	FINDING	4b	4b:thalamus_notes
hypaesthesia	FINDING	4b	4b:thalamus_notes
virus not detected	FINDING	4b	4b:thalamus_notes
left eye periorbital swelling	FINDING	4b	4b:thalamus_notes
theophylline use	FINDING	4b	4b:thalamus_notes
complications hypertension	FINDING	4b	4b:thalamus_notes
thoracic spine range of motion	FINDING	4b	4b:thalamus_notes
murmur grade	FINDING	4b	4b:thalamus_notes
difficult vascular access	FINDING	4b	4b:thalamus_notes
autopsy not performed	FINDING	4b	4b:thalamus_notes
ultrasound kidneys normal	FINDING	4b	4b:thalamus_notes
difficulty articulating clearly	FINDING	4b	4b:thalamus_notes
maternal history of gestational diabetes	FINDING	4b	4b:thalamus_notes
potassium abnormality	FINDING	4b	4b:thalamus_notes
patient unable to respond	FINDING	4b	4b:thalamus_notes
unexplained sudden death	FINDING	4b	4b:thalamus_notes
foreign body suspected	FINDING	4b	4b:thalamus_notes
knee rash	FINDING	4b	4b:thalamus_notes
testes non-tender	FINDING	4b	4b:thalamus_notes
electrocardiographic finding	FINDING	4b	4b:thalamus_notes
pr interval on ecg	FINDING	4b	4b:thalamus_notes
dysfunction motor	FINDING	4b	4b:thalamus_notes
dental crossbite	FINDING	4b	4b:thalamus_notes
oral iron prescribed	FINDING	4b	4b:thalamus_notes
satisfied with care provided	FINDING	4b	4b:thalamus_notes
erythema of oral mucosa	FINDING	4b	4b:thalamus_notes
elevated total bile acids	FINDING	4b	4b:thalamus_notes
bone crepitus	FINDING	4b	4b:thalamus_notes
impairments speech	FINDING	4b	4b:thalamus_notes
motor disability	FINDING	4b	4b:thalamus_notes
focal acanthosis	FINDING	4b	4b:thalamus_notes
mass of soft palate	FINDING	4b	4b:thalamus_notes
mass tongue	FINDING	4b	4b:thalamus_notes
unable to climb	FINDING	4b	4b:thalamus_notes
hiv viral load increased	FINDING	4b	4b:thalamus_notes
multiple pancreatic cysts	FINDING	4b	4b:thalamus_notes
palpable left kidney	FINDING	4b	4b:thalamus_notes
slightly elevated triglyceride level	FINDING	4b	4b:thalamus_notes
urinalysis abnormal	FINDING	4b	4b:thalamus_notes
sugar-free diet	FINDING	4b	4b:thalamus_notes
sinus arrest	FINDING	4b	4b:thalamus_notes
haq score	FINDING	4b	4b:thalamus_notes
ureterovesical junction obstruction	FINDING	4b	4b:thalamus_notes
foreskin retraction	FINDING	4b	4b:thalamus_notes
subperiosteal new bone formation	FINDING	4b	4b:thalamus_notes
breast-feeding duration	FINDING	4b	4b:thalamus_notes
delivery home	FINDING	4b	4b:thalamus_notes
orolingual dyskinesia	FINDING	4b	4b:thalamus_notes
urinary potassium loss	FINDING	4b	4b:thalamus_notes
fiber size variability	FINDING	4b	4b:thalamus_notes
deformity of left hand	FINDING	4b	4b:thalamus_notes
recipient artery	FINDING	4b	4b:thalamus_notes
seminal vesicle invasion	FINDING	4b	4b:thalamus_notes
blowing murmur	FINDING	4b	4b:thalamus_notes
fast pulse	FINDING	4b	4b:thalamus_notes
left anterior cervical lymphadenopathy	FINDING	4b	4b:thalamus_notes
cheek rash	FINDING	4b	4b:thalamus_notes
pyuria sterile	FINDING	4b	4b:thalamus_notes
periosteal new bone formation	FINDING	4b	4b:thalamus_notes
increased echogenicity on ultrasound	FINDING	4b	4b:thalamus_notes
increased neutrophils	FINDING	4b	4b:thalamus_notes
electrolyte deficit	FINDING	4b	4b:thalamus_notes
foot presentation	FINDING	4b	4b:thalamus_notes
brawny induration	FINDING	4b	4b:thalamus_notes
medication regimen adherence	FINDING	4b	4b:thalamus_notes
erythema of buccal mucosa	FINDING	4b	4b:thalamus_notes
tongue findings	FINDING	4b	4b:thalamus_notes
reduced tlc	FINDING	4b	4b:thalamus_notes
extension of left hip	FINDING	4b	4b:thalamus_notes
medication not administered	FINDING	4b	4b:thalamus_notes
options treatment	FINDING	4b	4b:thalamus_notes
lv dimension	FINDING	4b	4b:thalamus_notes
adnexal mass palpable	FINDING	4b	4b:thalamus_notes
mass in left scrotum	FINDING	4b	4b:thalamus_notes
poor physical condition	FINDING	4b	4b:thalamus_notes
missed diagnoses	FINDING	4b	4b:thalamus_notes
levels pain	FINDING	4b	4b:thalamus_notes
voice weakness	FINDING	4b	4b:thalamus_notes
spouse deceased	FINDING	4b	4b:thalamus_notes
fatigue unchanged	FINDING	4b	4b:thalamus_notes
perianal mass	FINDING	4b	4b:thalamus_notes
dysgranulopoiesis	FINDING	4b	4b:thalamus_notes
platelet count decreased	FINDING	4b	4b:thalamus_notes
advance directive status	FINDING	4b	4b:thalamus_notes
lab abnormality	FINDING	4b	4b:thalamus_notes
history of scleritis	FINDING	4b	4b:thalamus_notes
bone scan normal	FINDING	4b	4b:thalamus_notes
prominent premaxilla	FINDING	4b	4b:thalamus_notes
in work	FINDING	4b	4b:thalamus_notes
vasoconstriction peripheral	FINDING	4b	4b:thalamus_notes
tightening pain	FINDING	4b	4b:thalamus_notes
nocturnal seizure	FINDING	4b	4b:thalamus_notes
generalized scaling	FINDING	4b	4b:thalamus_notes
maculo-papular rash	FINDING	4b	4b:thalamus_notes
sleep-rest pattern	FINDING	4b	4b:thalamus_notes
medication current	FINDING	4b	4b:thalamus_notes
intravenous fluids administered	FINDING	4b	4b:thalamus_notes
microlobulated lesion	FINDING	4b	4b:thalamus_notes
anterior cervix	FINDING	4b	4b:thalamus_notes
eye bleeding	FINDING	4b	4b:thalamus_notes
bradypnea	FINDING	4b	4b:thalamus_notes
gagging reflex	FINDING	4b	4b:thalamus_notes
lives with friend	FINDING	4b	4b:thalamus_notes
umbilical artery vascular resistance increased	FINDING	4b	4b:thalamus_notes
maternal alcohol consumption	FINDING	4b	4b:thalamus_notes
subcutaneous tissue mass	FINDING	4b	4b:thalamus_notes
eversion of ankle	FINDING	4b	4b:thalamus_notes
shoulder weakness and atrophy	FINDING	4b	4b:thalamus_notes
abnormality of gait	FINDING	4b	4b:thalamus_notes
constriction of visual field	FINDING	4b	4b:thalamus_notes
reduced color discrimination	FINDING	4b	4b:thalamus_notes
cardiac silhouette small	FINDING	4b	4b:thalamus_notes
sibling order	FINDING	4b	4b:thalamus_notes
pulmonary granuloma	FINDING	4b	4b:thalamus_notes
elevated csf glycine	FINDING	4b	4b:thalamus_notes
warfarin-induced skin necrosis	FINDING	4b	4b:thalamus_notes
absent femoral pulse	FINDING	4b	4b:thalamus_notes
feeding problem infant	FINDING	4b	4b:thalamus_notes
head jerks	FINDING	4b	4b:thalamus_notes
history of neurodevelopmental disorder	FINDING	4b	4b:thalamus_notes
inhibited behavior	FINDING	4b	4b:thalamus_notes
decreased potassium	FINDING	4b	4b:thalamus_notes
rapidly spreading skin lesions	FINDING	4b	4b:thalamus_notes
copd decompensation	FINDING	4b	4b:thalamus_notes
not seeking work	FINDING	4b	4b:thalamus_notes
esotropia at distance	FINDING	4b	4b:thalamus_notes
low serum aldosterone	FINDING	4b	4b:thalamus_notes
vision dysfunction	FINDING	4b	4b:thalamus_notes
stool color yellow	FINDING	4b	4b:thalamus_notes
intranasal paraesthesia	FINDING	4b	4b:thalamus_notes
urethral findings	FINDING	4b	4b:thalamus_notes
limb ataxia	FINDING	4b	4b:thalamus_notes
best gaze	FINDING	4b	4b:thalamus_notes
thin cortex	FINDING	4b	4b:thalamus_notes
corneal reflex decreased	FINDING	4b	4b:thalamus_notes
foot drop gait	FINDING	4b	4b:thalamus_notes
ph decreased	FINDING	4b	4b:thalamus_notes
encapsulated bacteria	FINDING	4b	4b:thalamus_notes
leukocytosis marked	FINDING	4b	4b:thalamus_notes
hyperandrogenemia	FINDING	4b	4b:thalamus_notes
serum calcium elevated	FINDING	4b	4b:thalamus_notes
history of alcohol withdrawal syndrome	FINDING	4b	4b:thalamus_notes
mineralocorticoid insufficiency	FINDING	4b	4b:thalamus_notes
low aldosterone	FINDING	4b	4b:thalamus_notes
decreased mitochondrial number	FINDING	4b	4b:thalamus_notes
absence of central pair	FINDING	4b	4b:thalamus_notes
occupational exposure to covid-19	FINDING	4b	4b:thalamus_notes
induration of fingers	FINDING	4b	4b:thalamus_notes
hydroxyphenylpyruvic aciduria	FINDING	4b	4b:thalamus_notes
elevated vanillylmandelic acid (vma)	FINDING	4b	4b:thalamus_notes
lives with relative	FINDING	4b	4b:thalamus_notes
abnormal coagulation profile	FINDING	4b	4b:thalamus_notes
ulnar deviation of hands	FINDING	4b	4b:thalamus_notes
undetectable estradiol levels	FINDING	4b	4b:thalamus_notes
undetectable estradiol	FINDING	4b	4b:thalamus_notes
hypolacrimia	FINDING	4b	4b:thalamus_notes
tympanic membrane erythema	FINDING	4b	4b:thalamus_notes
lower limb spasticity	FINDING	4b	4b:thalamus_notes
gait spastic	FINDING	4b	4b:thalamus_notes
ischemic necrotic lesions	FINDING	4b	4b:thalamus_notes
cervical spine normal	FINDING	4b	4b:thalamus_notes
poisoning suspected	FINDING	4b	4b:thalamus_notes
ear blockage	FINDING	4b	4b:thalamus_notes
free t3 low	FINDING	4b	4b:thalamus_notes
mutation analysis performed	FINDING	4b	4b:thalamus_notes
impaired thermoregulation	FINDING	4b	4b:thalamus_notes
mandible involvement	FINDING	4b	4b:thalamus_notes
seizure disorder postictal state	FINDING	4b	4b:thalamus_notes
erythematous nodular skin lesions	FINDING	4b	4b:thalamus_notes
born in nigeria	FINDING	4b	4b:thalamus_notes
small body habitus	FINDING	4b	4b:thalamus_notes
history of procedures	FINDING	4b	4b:thalamus_notes
oral melanotic macule	FINDING	4b	4b:thalamus_notes
thrombocytopenia in children	FINDING	4b	4b:thalamus_notes
decreased globulin	FINDING	4b	4b:thalamus_notes
gamma globulin increased	FINDING	4b	4b:thalamus_notes
decreased beta globulin	FINDING	4b	4b:thalamus_notes
pulmonary osteoarthropathy	FINDING	4b	4b:thalamus_notes
hands large	FINDING	4b	4b:thalamus_notes
bolus type	FINDING	4b	4b:thalamus_notes
cystic fibrosis suspected	FINDING	4b	4b:thalamus_notes
birth twin	FINDING	4b	4b:thalamus_notes
movement with gravity eliminated	FINDING	4b	4b:thalamus_notes
nasopharynx mass	FINDING	4b	4b:thalamus_notes
abnormal facial movements	FINDING	4b	4b:thalamus_notes
upper extremity flexion	FINDING	4b	4b:thalamus_notes
hypothenar muscle atrophy	FINDING	4b	4b:thalamus_notes
vitamin d increased	FINDING	4b	4b:thalamus_notes
aortic valve thickening	FINDING	4b	4b:thalamus_notes
head swelling	FINDING	4b	4b:thalamus_notes
blood-tinged stool	FINDING	4b	4b:thalamus_notes
right homonymous inferior quadrantanopia	FINDING	4b	4b:thalamus_notes
eye physical exam	FINDING	4b	4b:thalamus_notes
gower sign	FINDING	4b	4b:thalamus_notes
ventricular asymmetry	FINDING	4b	4b:thalamus_notes
scar on left lower leg	FINDING	4b	4b:thalamus_notes
coughing pain	FINDING	4b	4b:thalamus_notes
elevated csf lactate	FINDING	4b	4b:thalamus_notes
creatinine high	FINDING	4b	4b:thalamus_notes
carrier of hepatitis b	FINDING	4b	4b:thalamus_notes
pharyngeal gag reflex	FINDING	4b	4b:thalamus_notes
anesthesia to pain	FINDING	4b	4b:thalamus_notes
short p-r interval	FINDING	4b	4b:thalamus_notes
barrel-shaped chest	FINDING	4b	4b:thalamus_notes
observation of lesion	FINDING	4b	4b:thalamus_notes
nonreassuring fetal heart rate pattern	FINDING	4b	4b:thalamus_notes
did not attend psychiatry clinic	FINDING	4b	4b:thalamus_notes
tented mouth	FINDING	4b	4b:thalamus_notes
recent contact with horses	FINDING	4b	4b:thalamus_notes
erythematous gastric mucosa	FINDING	4b	4b:thalamus_notes
second sister alive	FINDING	4b	4b:thalamus_notes
skeletal muscle ischemia	FINDING	4b	4b:thalamus_notes
extremity mottling	FINDING	4b	4b:thalamus_notes
surgery contraindicated	FINDING	4b	4b:thalamus_notes
hypotonia early	FINDING	4b	4b:thalamus_notes
enlarged penis	FINDING	4b	4b:thalamus_notes
remote trauma history	FINDING	4b	4b:thalamus_notes
spermatic cord mass	FINDING	4b	4b:thalamus_notes
poorly hydrated	FINDING	4b	4b:thalamus_notes
calcium decreased	FINDING	4b	4b:thalamus_notes
gingival recessions	FINDING	4b	4b:thalamus_notes
hemodialysis residual renal function	FINDING	4b	4b:thalamus_notes
density lung	FINDING	4b	4b:thalamus_notes
skin blister	FINDING	4b	4b:thalamus_notes
subpubic arch	FINDING	4b	4b:thalamus_notes
microalbumin 3+	FINDING	4b	4b:thalamus_notes
dysplasia negative	FINDING	4b	4b:thalamus_notes
presence findings	FINDING	4b	4b:thalamus_notes
carotid pulse present	FINDING	4b	4b:thalamus_notes
erythema facial	FINDING	4b	4b:thalamus_notes
left eye epiphora	FINDING	4b	4b:thalamus_notes
lower lip droop	FINDING	4b	4b:thalamus_notes
fussy toddler	FINDING	4b	4b:thalamus_notes
other pathologic findings	FINDING	4b	4b:thalamus_notes
recent contact with pigs	FINDING	4b	4b:thalamus_notes
beta-blocker contraindicated	FINDING	4b	4b:thalamus_notes
distress score 6	FINDING	4b	4b:thalamus_notes
trachea findings	FINDING	4b	4b:thalamus_notes
atrophic optic disc	FINDING	4b	4b:thalamus_notes
exposure prenatal	FINDING	4b	4b:thalamus_notes
suspected sars-cov-2 infection	FINDING	4b	4b:thalamus_notes
left calf circumference	FINDING	4b	4b:thalamus_notes
dentition loose	FINDING	4b	4b:thalamus_notes
abnormal brain mri	FINDING	4b	4b:thalamus_notes
sudden onset of neuropsychiatric symptoms	FINDING	4b	4b:thalamus_notes
behavioral anomalies	FINDING	4b	4b:thalamus_notes
clench teeth	FINDING	4b	4b:thalamus_notes
purpura palpable	FINDING	4b	4b:thalamus_notes
anterior chamber depth left eye	FINDING	4b	4b:thalamus_notes
distal limb pain	FINDING	4b	4b:thalamus_notes
family history of ambiguous genitalia	FINDING	4b	4b:thalamus_notes
apyrexial	FINDING	4b	4b:thalamus_notes
home childbirth	FINDING	4b	4b:thalamus_notes
limited ambulation with cane	FINDING	4b	4b:thalamus_notes
birth multiple	FINDING	4b	4b:thalamus_notes
noisy respirations	FINDING	4b	4b:thalamus_notes
mass of mandible	FINDING	4b	4b:thalamus_notes
benefits of breastfeeding	FINDING	4b	4b:thalamus_notes
recurrent pulmonary infection	FINDING	4b	4b:thalamus_notes
progressive forgetfulness	FINDING	4b	4b:thalamus_notes
oculomotor abnormalities	FINDING	4b	4b:thalamus_notes
nipple abnormalities	FINDING	4b	4b:thalamus_notes
seen by dermatology service	FINDING	4b	4b:thalamus_notes
larynx non-tender	FINDING	4b	4b:thalamus_notes
normal homocysteine	FINDING	4b	4b:thalamus_notes
veins tender	FINDING	4b	4b:thalamus_notes
rash chest	FINDING	4b	4b:thalamus_notes
estrogen effect	FINDING	4b	4b:thalamus_notes
tb outpatient	FINDING	4b	4b:thalamus_notes
rupture of membranes fetal	FINDING	4b	4b:thalamus_notes
short rib	FINDING	4b	4b:thalamus_notes
late neonatal mortality	FINDING	4b	4b:thalamus_notes
history of ischemic cerebrovascular accident	FINDING	4b	4b:thalamus_notes
vascular access permanent	FINDING	4b	4b:thalamus_notes
consciousness normal	FINDING	4b	4b:thalamus_notes
consciousness loss	FINDING	4b	4b:thalamus_notes
paralysis was noted	FINDING	4b	4b:thalamus_notes
eosinophils in urine sediment	FINDING	4b	4b:thalamus_notes
buttock skin lesion	FINDING	4b	4b:thalamus_notes
creatinine decreased	FINDING	4b	4b:thalamus_notes
sharp midline demarcation	FINDING	4b	4b:thalamus_notes
iol dislocation	FINDING	4b	4b:thalamus_notes
suspected cerebrovascular accident	FINDING	4b	4b:thalamus_notes
ranson score	FINDING	4b	4b:thalamus_notes
progressive cerebellar signs	FINDING	4b	4b:thalamus_notes
history of bilateral breast reconstruction	FINDING	4b	4b:thalamus_notes
amputated toes	FINDING	4b	4b:thalamus_notes
skin mass	FINDING	4b	4b:thalamus_notes
gestational age at birth	FINDING	4b	4b:thalamus_notes
history of breast augmentation	FINDING	4b	4b:thalamus_notes
left right shunt	FINDING	4b	4b:thalamus_notes
foul-smelling amniotic fluid	FINDING	4b	4b:thalamus_notes
history of mitral valvuloplasty	FINDING	4b	4b:thalamus_notes
decreased insulin requirement	FINDING	4b	4b:thalamus_notes
moist lips	FINDING	4b	4b:thalamus_notes
hiv pcp	FINDING	4b	4b:thalamus_notes
abnormal bilirubin	FINDING	4b	4b:thalamus_notes
multiple caregivers	FINDING	4b	4b:thalamus_notes
matted nodes	FINDING	4b	4b:thalamus_notes
neck lump	FINDING	4b	4b:thalamus_notes
impaired thought process	FINDING	4b	4b:thalamus_notes
venous finding	FINDING	4b	4b:thalamus_notes
drinking frequency	FINDING	4b	4b:thalamus_notes
eosinophil count raised	FINDING	4b	4b:thalamus_notes
history of gastroschisis	FINDING	4b	4b:thalamus_notes
prominent eyebrows	FINDING	4b	4b:thalamus_notes
perinatal risk	FINDING	4b	4b:thalamus_notes
repetition of syllables	FINDING	4b	4b:thalamus_notes
peripheral pigmentation	FINDING	4b	4b:thalamus_notes
epididymis non-tender	FINDING	4b	4b:thalamus_notes
assessment for procedure	FINDING	4b	4b:thalamus_notes
examinations laboratory	FINDING	4b	4b:thalamus_notes
decreased patellar reflexes	FINDING	4b	4b:thalamus_notes
hepatic ultrasound normal	FINDING	4b	4b:thalamus_notes
acetone exposure	FINDING	4b	4b:thalamus_notes
elevated igm levels	FINDING	4b	4b:thalamus_notes
right parietal headache	FINDING	4b	4b:thalamus_notes
involuntary smoker	FINDING	4b	4b:thalamus_notes
unintentional awakening	FINDING	4b	4b:thalamus_notes
uterus midline	FINDING	4b	4b:thalamus_notes
band keratopathy right eye	FINDING	4b	4b:thalamus_notes
elevated proteins	FINDING	4b	4b:thalamus_notes
unable to close eyes	FINDING	4b	4b:thalamus_notes
hip weakness	FINDING	4b	4b:thalamus_notes
nsaid contraindicated	FINDING	4b	4b:thalamus_notes
brachial plexus mass	FINDING	4b	4b:thalamus_notes
cerebrospinal fluid appearance	FINDING	4b	4b:thalamus_notes
reported chest x-ray	FINDING	4b	4b:thalamus_notes
febrile seizures in infancy	FINDING	4b	4b:thalamus_notes
mass of left maxilla	FINDING	4b	4b:thalamus_notes
ecg st elevation	FINDING	4b	4b:thalamus_notes
decreased visual fields	FINDING	4b	4b:thalamus_notes
size of lump	FINDING	4b	4b:thalamus_notes
abnormal eye contact	FINDING	4b	4b:thalamus_notes
fetal malposition	FINDING	4b	4b:thalamus_notes
occiput posterior	FINDING	4b	4b:thalamus_notes
recent self-examination	FINDING	4b	4b:thalamus_notes
visual disorder	FINDING	4b	4b:thalamus_notes
fetal heart tones absent	FINDING	4b	4b:thalamus_notes
stillborn infant	FINDING	4b	4b:thalamus_notes
annular fibrosis	FINDING	4b	4b:thalamus_notes
histrionic behavior	FINDING	4b	4b:thalamus_notes
head lift in prone	FINDING	4b	4b:thalamus_notes
preauricular lymph node enlargement	FINDING	4b	4b:thalamus_notes
conjunctival discoloration	FINDING	4b	4b:thalamus_notes
scrotum testicles	FINDING	4b	4b:thalamus_notes
somatic overgrowth	FINDING	4b	4b:thalamus_notes
small bowel finding	FINDING	4b	4b:thalamus_notes
upper eyelid erythema	FINDING	4b	4b:thalamus_notes
neuronal loss	FINDING	4b	4b:thalamus_notes
low birthweight	FINDING	4b	4b:thalamus_notes
increased stool output	FINDING	4b	4b:thalamus_notes
motion of thumb	FINDING	4b	4b:thalamus_notes
ketones urine	FINDING	4b	4b:thalamus_notes
extremity erythema	FINDING	4b	4b:thalamus_notes
meconium stained amniotic fluid	FINDING	4b	4b:thalamus_notes
maternal breastfeeding	FINDING	4b	4b:thalamus_notes
elevated antibody titer	FINDING	4b	4b:thalamus_notes
gingival cleft	FINDING	4b	4b:thalamus_notes
urine calcium normal	FINDING	4b	4b:thalamus_notes
gallium scan normal	FINDING	4b	4b:thalamus_notes
sensation of movement	FINDING	4b	4b:thalamus_notes
biopsy uterus normal	FINDING	4b	4b:thalamus_notes
neurogenic atrophy	FINDING	4b	4b:thalamus_notes
born in gambia	FINDING	4b	4b:thalamus_notes
masses testicle	FINDING	4b	4b:thalamus_notes
vulvar swelling	FINDING	4b	4b:thalamus_notes
congested gastric mucosa	FINDING	4b	4b:thalamus_notes
nephrostomy status	FINDING	4b	4b:thalamus_notes
oral fluids tolerated	FINDING	4b	4b:thalamus_notes
sensory intolerance	FINDING	4b	4b:thalamus_notes
parental substance abuse	FINDING	4b	4b:thalamus_notes
paternal alcohol abuse	FINDING	4b	4b:thalamus_notes
postseizure state	FINDING	4b	4b:thalamus_notes
hypoplastic fifth finger	FINDING	4b	4b:thalamus_notes
labial hypoplasia	FINDING	4b	4b:thalamus_notes
somewhat tired	FINDING	4b	4b:thalamus_notes
broad hallux	FINDING	4b	4b:thalamus_notes
proteus ox-19	FINDING	4b	4b:thalamus_notes
impaired self-care	FINDING	4b	4b:thalamus_notes
premorbid behavior	FINDING	4b	4b:thalamus_notes
dural calcifications	FINDING	4b	4b:thalamus_notes
left eye dominance	FINDING	4b	4b:thalamus_notes
skull x-ray normal	FINDING	4b	4b:thalamus_notes
elevated fecal lactoferrin	FINDING	4b	4b:thalamus_notes
hip adduction strength	FINDING	4b	4b:thalamus_notes
optic disc small	FINDING	4b	4b:thalamus_notes
thin transparent skin	FINDING	4b	4b:thalamus_notes
lower leg erythema	FINDING	4b	4b:thalamus_notes
breast skin retraction	FINDING	4b	4b:thalamus_notes
hemoccult positive stool	FINDING	4b	4b:thalamus_notes
pregnancy partner	FINDING	4b	4b:thalamus_notes
bone adequate	FINDING	4b	4b:thalamus_notes
prominent frontal bones	FINDING	4b	4b:thalamus_notes
elevated ca15-3	FINDING	4b	4b:thalamus_notes
electronystagmography normal	FINDING	4b	4b:thalamus_notes
bone marrow biopsy normal	FINDING	4b	4b:thalamus_notes
incoordination	FINDING	4b	4b:thalamus_notes
intraoperative awareness	FINDING	4b	4b:thalamus_notes
malposition 1	FINDING	4b	4b:thalamus_notes
hypermagnesuria	FINDING	4b	4b:thalamus_notes
unknown immunization status	FINDING	4b	4b:thalamus_notes
external auditory canal normal	FINDING	4b	4b:thalamus_notes
translator provided	FINDING	4b	4b:thalamus_notes
serum amylase elevated	FINDING	4b	4b:thalamus_notes
lochia minimal	FINDING	4b	4b:thalamus_notes
male baby	FINDING	4b	4b:thalamus_notes
nodules tongue	FINDING	4b	4b:thalamus_notes
yellow eyes	FINDING	4b	4b:thalamus_notes
number of cigarettes per day	FINDING	4b	4b:thalamus_notes
hard mandibular mass	FINDING	4b	4b:thalamus_notes
history of bladder neoplasm	FINDING	4b	4b:thalamus_notes
csf elevated protein	FINDING	4b	4b:thalamus_notes
pre-pubertal	FINDING	4b	4b:thalamus_notes
normal intellectual development	FINDING	4b	4b:thalamus_notes
bilateral chorioretinopathy	FINDING	4b	4b:thalamus_notes
abnormal fetal ultrasound	FINDING	4b	4b:thalamus_notes
small head circumference	FINDING	4b	4b:thalamus_notes
simplified gyral pattern	FINDING	4b	4b:thalamus_notes
small for dates	FINDING	4b	4b:thalamus_notes
tearing eye	FINDING	4b	4b:thalamus_notes
cracking of skin	FINDING	4b	4b:thalamus_notes
lesion liver	FINDING	4b	4b:thalamus_notes
unspecified mass	FINDING	4b	4b:thalamus_notes
gingival hyperpigmentation	FINDING	4b	4b:thalamus_notes
decreased body hair	FINDING	4b	4b:thalamus_notes
pt4b	FINDING	4b	4b:thalamus_notes
absence of cervix	FINDING	4b	4b:thalamus_notes
absent adnexa	FINDING	4b	4b:thalamus_notes
patient interval change	FINDING	4b	4b:thalamus_notes
tender umbilical hernia	FINDING	4b	4b:thalamus_notes
guaiac-positive stools	FINDING	4b	4b:thalamus_notes
study total	FINDING	4b	4b:thalamus_notes
igat	FINDING	4b	4b:thalamus_notes
macular cherry-red spot	FINDING	4b	4b:thalamus_notes
selenium low	FINDING	4b	4b:thalamus_notes
oily stools	FINDING	4b	4b:thalamus_notes
has access to transportation	FINDING	4b	4b:thalamus_notes
occupational strain	FINDING	4b	4b:thalamus_notes
integrity of skin	FINDING	4b	4b:thalamus_notes
speech impaired	FINDING	4b	4b:thalamus_notes
crowded dentition	FINDING	4b	4b:thalamus_notes
syndactyly 2nd-3rd toes	FINDING	4b	4b:thalamus_notes
widened pubic symphysis	FINDING	4b	4b:thalamus_notes
never pregnant	FINDING	4b	4b:thalamus_notes
muscle weakness lower	FINDING	4b	4b:thalamus_notes
anterior chamber angle open	FINDING	4b	4b:thalamus_notes
central corneal opacity	FINDING	4b	4b:thalamus_notes
clinical trend	FINDING	4b	4b:thalamus_notes
short qt	FINDING	4b	4b:thalamus_notes
reduced concentration	FINDING	4b	4b:thalamus_notes
0 - none	FINDING	4b	4b:thalamus_notes
cord drying	FINDING	4b	4b:thalamus_notes
hematocrit elevated	FINDING	4b	4b:thalamus_notes
large penis	FINDING	4b	4b:thalamus_notes
definite thrombus	FINDING	4b	4b:thalamus_notes
allergy to latex	FINDING	4b	4b:thalamus_notes
fad diets	FINDING	4b	4b:thalamus_notes
decreased bowel motility	FINDING	4b	4b:thalamus_notes
history of abnormal semen	FINDING	4b	4b:thalamus_notes
infertility management	FINDING	4b	4b:thalamus_notes
onset in adulthood	FINDING	4b	4b:thalamus_notes
flagellar defects	FINDING	4b	4b:thalamus_notes
immotile cilia	FINDING	4b	4b:thalamus_notes
abnormalities of sperm head	FINDING	4b	4b:thalamus_notes
