dataset	file_id	pattern	ref_words	parakeet_words	medasr_words	medasr_correct
nazmulkazi	D0422-S2-T02	NUMERIC	3	three	three	0
nazmulkazi	D0422-S2-T02	NUMERIC	2	two	two	0
nazmulkazi	D0422-S2-T02	NUMERIC	3	three	three	0
nazmulkazi	D0422-S2-T02	NUMERIC	6	six	is six	0
nazmulkazi	D0422-S2-T02	NUMERIC	v 5	fifth five	fit five	0
nazmulkazi	D0422-S2-T02	NUMERIC	change 30	changed 30-something	changed 30 something years of	1
nazmulkazi	D0422-S2-T02	NUMERIC	ninety	90	90	0
nazmulkazi	D0422-S2-T02	NUMERIC	one			unalignable
nazmulkazi	D0422-S2-T02	NEGATION_FLIP	the follicle know	fallible human no	feeling an unhealthy emotion but i am the followable no	0
nazmulkazi	D0422-S2-T02	NEGATION_FLIP	i'll	won't	in't	1
nazmulkazi	D0422-S2-T02	NUMERIC	nine	9-1		unalignable
nazmulkazi	D0422-S2-T02	NUMERIC	one			unalignable
nazmulkazi	D0422-S2-T02	NEGATION_FLIP	not			unalignable
nazmulkazi	D0422-S2-T02	LATERALITY	a late elation whisper ridge this	bliss or rage right it is		unalignable
nazmulkazi	D0422-S2-T02	NUMERIC	when	one		unalignable
nazmulkazi	D0422-S2-T02	NEGATION_FLIP	still no	till now		unalignable
nazmulkazi	D0422-S2-T02	NEGATION_FLIP	haven't	answer		unalignable
nazmulkazi	D0422-S2-T02	NEGATION_FLIP	can	can't	cant	1
nazmulkazi	D0422-S2-T02	NEGATION_FLIP	let us know	that is no	that is no	0
nazmulkazi	D0422-S2-T02	NEGATION_FLIP	no	know	know	0
nazmulkazi	D0422-S2-T02	NUMERIC	four			unalignable
nazmulkazi	D0422-S2-T02	LATERALITY	self-determination bright and	self-damination right in	havidual self-damination right in	0
nazmulkazi	D0422-S2-T02	NUMERIC	5	five	five	0
nazmulkazi	D0422-S2-T02	LATERALITY	great	right	right	0
nazmulkazi	D0422-S2-T02	NEGATION_FLIP	no	now	no	1
nazmulkazi	D0422-S2-T02	NEGATION_FLIP	should	shouldn't	better and that i should have any pain with	1
nazmulkazi	D0422-S2-T02	NEGATION_FLIP	no	now	disput kay not	1
nazmulkazi	D0422-S2-T02	NEGATION_FLIP	know	no		unalignable
nazmulkazi	D0422-S2-T02	NEGATION_FLIP	should	shouldn't	should'	1
nazmulkazi	D0422-S2-T02	NEGATION_FLIP	no	no-good	makes me an irresponsible no good person i feel disgusting i feel	1
nazmulkazi	D0422-S2-T02	NEGATION_FLIP	now shania	shouldn't i	should i	1
nazmulkazi	D0422-S2-T02	NEGATION_FLIP	no	now	so no i just forgot which one we	1
nazmulkazi	D0422-S2-T02	LATERALITY	bright	right	just bethat	1
nazmulkazi	D0422-S2-T02	LATERALITY	right	at	out	0
nazmulkazi	D0422-S2-T02	NEGATION_FLIP	i can't		can i i can't well notice that you told me that you believed in your drama	1
nazmulkazi	D0422-S2-T02	NEGATION_FLIP	no	known	so are you willing to accept that up until this recent point you haven't known more because if you had no more you might have done things differently	1
nazmulkazi	D0422-S2-T02	NEGATION_FLIP	now	no		unalignable
nazmulkazi	D0422-S2-T02	NEGATION_FLIP	don't	know	known't	0
nazmulkazi	D0422-S2-T02	NEGATION_FLIP	should	shouldn't	that it is so i think the best for me right now would be to investigate to see to really stop and think and go through it instead of just anyone can write down a bunch of i should	1
nazmulkazi	D0422-S2-T02	NEGATION_FLIP	know	no	no i'mtinguh	0
nazmulkazi	D0422-S3-T01	NEGATION_FLIP	all-or-nothing	nothing	nothing	0
nazmulkazi	D0422-S3-T01	NEGATION_FLIP	don't	i	i	0
nazmulkazi	D0422-S3-T01	NEGATION_FLIP	would	wouldn't	wouldn't be enough or would	0
nazmulkazi	D0422-S3-T01	NEGATION_FLIP	would	wouldn't	wouldn'	1
nazmulkazi	D0422-S3-T01	NEGATION_FLIP	not	know	know	0
nazmulkazi	D0422-S3-T01	NEGATION_FLIP	i	no	no	0
nazmulkazi	D0422-S3-T01	NEGATION_FLIP	haven't			unalignable
nazmulkazi	D0422-S3-T01	LATERALITY	what steering right	what's scary what's	in him and that may be what scaring right	1
nazmulkazi	D0422-S3-T01	NEGATION_FLIP	does	doesn't	doesn't	0
nazmulkazi	D0422-S3-T01	NUMERIC	to is	two it's	just like it's fine if i would have tried on that i would have taken a longer to i	1
nazmulkazi	D0422-S3-T01	NEGATION_FLIP	i	no	no	0
nazmulkazi	D0422-S3-T01	NEGATION_FLIP	is	isn't	a part of me that is it still feeling like i need or wanting that motherly care like	1
nazmulkazi	D0422-S3-T01	NEGATION_FLIP	know	no	and it sounds like she has had a hard time taking that in she does not know so that might be the growing edge of	0
nazmulkazi	D0422-S3-T01	NUMERIC	5	o'clock	at 5	1
nazmulkazi	D0422-S3-T01	NUMERIC	5	five		unalignable
nazmulkazi	D0422-S3-T01	NUMERIC	7	seven		unalignable
nazmulkazi	D0422-S3-T01	NUMERIC	so	20		unalignable
nazmulkazi	D0422-S3-T01	NUMERIC	5	five	five	0
nazmulkazi	D0422-S3-T01	NUMERIC	at 6	is six	is six	0
nazmulkazi	D0422-S3-T01	NUMERIC	8	eight	eight	0
nazmulkazi	D0422-S3-T01	NUMERIC	7	seven	seven	0
nazmulkazi	D0422-S3-T01	NEGATION_FLIP	are	aren't	going to reach a point where new things are going to come up	1
nazmulkazi	D0422-S3-T01	NUMERIC	2	two	two	0
nazmulkazi	D0422-S3-T01	NUMERIC	3	three	three	0
nazmulkazi	D0422-S3-T01	NUMERIC	211th	211	211	0
nazmulkazi	D0422-S3-T01	NUMERIC	and three	in 300	1 in 300 you will	0
nazmulkazi	D0422-S3-T01	NUMERIC	hundred		1 in 300 you will	0
nazmulkazi	D0422-S3-T01	NUMERIC	1	in	and	0
nazmulkazi	D0422-S3-T01	LATERALITY	right			unalignable
nazmulkazi	D0422-S3-T01	NUMERIC	ou 200	do oh	do oh	0
nazmulkazi	D0422-S3-T01	LATERALITY	escalades right	escalates write	escalate right about it	1
nazmulkazi	D0422-S3-T02	NUMERIC	5	five		unalignable
nazmulkazi	D0422-S3-T02	NUMERIC	10	ten	or 10 minutes	1
nazmulkazi	D0422-S3-T02	NEGATION_FLIP	i can't		things that probably won't happen like i just can't i can't come up with one where that doesn't keep you know that the best i can come up with is things get better for a while which at this point is not so bad i have lots of	1
nazmulkazi	D0422-S3-T02	NEGATION_FLIP	i don't care			unalignable
nazmulkazi	D0422-S3-T02	NUMERIC	two	to	the	0
nazmulkazi	D0422-S3-T02	NEGATION_FLIP	know no		no no i think about it yeah	1
nazmulkazi	D0422-S3-T02	NUMERIC	3	three	three	0
nazmulkazi	D0422-S3-T02	NUMERIC	2	two	hours around 2	1
nazmulkazi	D0422-S3-T02	NUMERIC	3 3	three o'clock	yeah 3 3	1
nazmulkazi	D0422-S3-T02	NUMERIC	3	three	three	0
nazmulkazi	D0422-S3-T02	NUMERIC	3	three	three	0
nazmulkazi	D0422-S3-T02	NEGATION_FLIP	not	imagining	i am mentagining	0
nazmulkazi	D0422-S3-T02	NEGATION_FLIP	will know	well no	i know i can make it through the next few hours but i don't know if i want to will know i know i don't want to i don't know whether	0
nazmulkazi	D0422-S3-T02	NUMERIC	6	six		unalignable
nazmulkazi	D0422-S3-T02	NEGATION_FLIP	know	no	no	0
nazmulkazi	D0422-S3-T02	NEGATION_FLIP	no i can just call			unalignable
nazmulkazi	D0422-S3-T03	NEGATION_FLIP	did they	didn't i	this weekend did not	0
nazmulkazi	D0422-S3-T03	NUMERIC	000	000-ish	20 indition	0
nazmulkazi	D0422-S3-T03	NEGATION_FLIP	want	wouldn't	want'	1
nazmulkazi	D0422-S3-T03	NEGATION_FLIP	had	hadn't	hadn'	1
nazmulkazi	D0422-S3-T03	LATERALITY	laughed	left	left	0
nazmulkazi	D0422-S3-T03	NUMERIC	25	25-year	25-year	0
nazmulkazi	D0422-S3-T03	NUMERIC	for	four	four kids	0
nazmulkazi	D0422-S3-T03	NUMERIC	hour-and-a-half	half	half keo	0
nazmulkazi	D0422-S3-T03	NUMERIC	first	frustration	frustration	0
nazmulkazi	D0422-S3-T03	NEGATION_FLIP	are	aren't	aren't	0
nazmulkazi	D0422-S3-T03	NEGATION_FLIP	none	nut	not	1
nazmulkazi	D0422-S3-T03	NUMERIC	when	one	one	0
nazmulkazi	D0422-S3-T03	NEGATION_FLIP	are	aren't	are	1
nazmulkazi	D0422-S3-T03	NEGATION_FLIP	is	isn't	is it so part of her this is so amazing and	1
nazmulkazi	D0422-S3-T03	LATERALITY	right now says	her analysis of	her analysis at tussel	0
nazmulkazi	D0422-S3-T03	NEGATION_FLIP	know	no	answer to this might just be know is are you doing that thing at all where i mean when somebody	1
nazmulkazi	D0422-S3-T03	NEGATION_FLIP	not	that	that that	0
nazmulkazi	D0422-S3-T04	NUMERIC	8	eight	eight hour	0
nazmulkazi	D0422-S3-T04	NEGATION_FLIP	no		na-	0
nazmulkazi	D0422-S3-T04	NEGATION_FLIP	no	know	know	0
nazmulkazi	D0422-S3-T04	LATERALITY	write	right	know rightritewhat	1
nazmulkazi	D0422-S3-T04	NUMERIC	1200	200	she wants to do is because my rents going down to 1200	1
nazmulkazi	D0422-S3-T04	NUMERIC	1200	200	not going to be able to get 1200 rent anywhere that	1
nazmulkazi	D0422-S3-T04	NUMERIC	1200	200	or in a bad neighborhood so she wants my 1200 rent you know and for me to move into the house	1
nazmulkazi	D0422-S3-T04	NUMERIC	5	five	five	0
nazmulkazi	D0422-S3-T04	NEGATION_FLIP	would	wouldn't	would'	1
nazmulkazi	D0422-S3-T04	LATERALITY	write	right	right	0
nazmulkazi	D0422-S3-T04	NUMERIC	2	two	two	0
nazmulkazi	D0422-S3-T05	NEGATION_FLIP	don't know i'm		you can't bear no not really i just don't really have anything to say i don't worry too much about you i don't know am	1
nazmulkazi	D0422-S3-T05	NUMERIC	one	when	when	0
nazmulkazi	D0422-S3-T05	NEGATION_FLIP	know	no	learn but know	1
nazmulkazi	D0422-S3-T05	NEGATION_FLIP	won't	we'll	will	0
nazmulkazi	D0422-S3-T05	NUMERIC	two	too	to	0
nazmulkazi	D0422-S3-T06	LATERALITY	right		right i'm okay i think	1
nazmulkazi	D0422-S3-T06	LATERALITY	right		right yeah probably something really important going on if not knowing what to say but it will emerge at some point eventually it happens	1
nazmulkazi	D0422-S3-T06	NUMERIC	by	5		unalignable
nazmulkazi	D0422-S4-T01	NUMERIC	is going to win and	even 1 a m that	it was wing in that	1
nazmulkazi	D0422-S4-T01	NEGATION_FLIP	doesn't	it	it	0
nazmulkazi	D0422-S4-T01	NEGATION_FLIP	no	know	know	0
nazmulkazi	D0422-S4-T01	NEGATION_FLIP	had	hadn't	actually make out because we had him for like	1
nazmulkazi	D0422-S4-T01	NUMERIC	3	three	three	0
nazmulkazi	D0422-S4-T01	NEGATION_FLIP	you can't		you can't you can	1
nazmulkazi	D0422-S4-T01	NEGATION_FLIP	not		not not calling him names i'm not hitting him or throwing things or even raising my voice but like	1
nazmulkazi	D0422-S4-T01	NUMERIC	3	three	three	0
nazmulkazi	D0422-S4-T01	NEGATION_FLIP	spend and	i hadn't	i hadn't	0
nazmulkazi	D0422-S4-T01	NUMERIC	3	three	three	0
nazmulkazi	D0422-S4-T01	NEGATION_FLIP	was	wasn't	was't	1
nazmulkazi	D0422-S4-T01	NUMERIC	four	for		unalignable
nazmulkazi	D0422-S4-T01	NUMERIC	two	to	to	0
nazmulkazi	D0422-S4-T01	NEGATION_FLIP	not	that	i don't know it's just hard i'm also like a little bit sick and not makes it hard to i guess just i don't know maybe the when	1
nazmulkazi	D0422-S4-T01	LATERALITY	right		then do like i think more immediate right works better for you works better than something in	1
nazmulkazi	D0422-S4-T01	NUMERIC	8	eight	eight	0
nazmulkazi	D0422-S4-T01	NUMERIC	2	two	two	0
nazmulkazi	D0422-S4-T01	NEGATION_FLIP	sydney couldn't	could in	be that he could	0
nazmulkazi	D0422-S4-T01	NUMERIC	five	to		unalignable
nazmulkazi	D0422-S4-T01	NUMERIC	1	one	one	0
nazmulkazi	D0422-S4-T01	NUMERIC	when	one	that working	1
nazmulkazi	D0422-S4-T01	NUMERIC	3	the		unalignable
nazmulkazi	D0422-S4-T01	NUMERIC	2	to		unalignable
nazmulkazi	D0422-S4-T01	NUMERIC	6	six		unalignable
nazmulkazi	D0422-S4-T02	NUMERIC	6th	sixth	six	0
nazmulkazi	D0422-S4-T02	NUMERIC	4	four-ish		unalignable
nazmulkazi	D0422-S4-T02	NEGATION_FLIP	aren't	yarn	arm	0
nazmulkazi	D0422-S4-T02	NEGATION_FLIP	can	can't		unalignable
nazmulkazi	D0422-S4-T02	NEGATION_FLIP	not	now	now	0
nazmulkazi	D0422-S4-T02	NEGATION_FLIP	doesn't	in	like if it does it doesn't such a subtle way that like it doesn't help immediately help as i could see working right away usually people feel in effect in about 20 minutes	1
nazmulkazi	D0422-S4-T02	NEGATION_FLIP	it would	i wouldn't	i would have to deal with them that would feel nice to be able to say	1
nazmulkazi	D0422-S4-T02	NEGATION_FLIP	couldn't be right	in theory write	could'y right one cover letter	0
nazmulkazi	D0422-S4-T02	LATERALITY	couldn't be right	in theory write	could'y right one cover letter	1
nazmulkazi	D0422-S4-T02	LATERALITY	cake write a note	take right and that	take right and that	0
nazmulkazi	D0422-S4-T02	NEGATION_FLIP	there isn't		true skepticism that there isn't there isn't necessarily one right but that there are lots of ways to look at something or lots of possibilities and	1
nazmulkazi	D0422-S4-T02	NUMERIC	anyone believe it's	one belief gives	error in anyone belief gives	1
nazmulkazi	D0422-S4-T02	NUMERIC	2	250		unalignable
nazmulkazi	D0422-S4-T02	NUMERIC	50			unalignable
nazmulkazi	D0422-S4-T02	NUMERIC	1	one	justst up one se two	0
nazmulkazi	D0422-S4-T02	NUMERIC	2	two	justst up one se two	0
nazmulkazi	D0422-S4-T02	NEGATION_FLIP	wellbutrin	not	been almost two weeks since the appointment with the week of the klonopin the week of the lower wellbutrin	1
nazmulkazi	D0422-S4-T02	NUMERIC	two klonopin	the clonopin	the klonopin i think it's more just like all the panic is making me tired	0
nazmulkazi	D0422-S4-T02	NUMERIC	when i	one i'd	that's when i	1
nazmulkazi	D0422-S4-T02	NUMERIC	before	four	inhaled a for	1
nazmulkazi	D0422-S4-T02	NUMERIC	4	four		unalignable
nazmulkazi	D0422-S4-T02	NUMERIC	4 and	four then		unalignable
nazmulkazi	D0422-S4-T02	NUMERIC	4	four		unalignable
nazmulkazi	D0422-S4-T02	NUMERIC	4	four		unalignable
nazmulkazi	D0422-S4-T02	NUMERIC	4	four		unalignable
nazmulkazi	D0422-S4-T02	NUMERIC	4	four		unalignable
nazmulkazi	D0422-S4-T02	NUMERIC	4	four		unalignable
nazmulkazi	D0422-S4-T02	NUMERIC	for	four	four	0
nazmulkazi	D0422-S4-T02	NUMERIC	two	a	you out of where you are two different place	1
nazmulkazi	D0422-S4-T03	NUMERIC	2	two	two	0
nazmulkazi	D0422-S4-T03	NEGATION_FLIP	didn't not	in that	it not so	1
nazmulkazi	D0422-S4-T03	NEGATION_FLIP	and not	in that	lost in that	0
nazmulkazi	D0422-S4-T03	NUMERIC	four	for	for	0
nazmulkazi	D0422-S4-T03	NUMERIC	8	eight	eight	0
nazmulkazi	D0422-S4-T03	NEGATION_FLIP	ya know	yeah no	yeh no	0
nazmulkazi	D0422-S4-T03	NUMERIC	one of the		like one of my one of the things that i really hope that i could do is do chemistry that he would find like in that class of things	1
nazmulkazi	D0422-S4-T03	NEGATION_FLIP	not	that	unhappy most of the time and not and i guess i feel like i don't really trust her to or the same extent at all like i just i meant to say more there but then	1
nazmulkazi	D0422-S4-T03	NEGATION_FLIP	would	wouldn't	wouldn't	0
nazmulkazi	D0422-S4-T03	NEGATION_FLIP	doesn't hack	does impact	does impact	0
nazmulkazi	D0422-S4-T03	NUMERIC	15 till 2	being tilt to	being tilt to	0
nazmulkazi	D0422-S4-T03	NEGATION_FLIP	now	no	actually resolve some of what i was trying to resolve because well go ahead now go ahead well	1
nazmulkazi	D0422-S4-T03	NEGATION_FLIP	can't	can	can	0
nazmulkazi	D0422-S4-T03	NUMERIC	2nd	second	second	0
nazmulkazi	D0422-S4-T04	NEGATION_FLIP	should	shouldn't	shouldn't	0
nazmulkazi	D0422-S4-T04	LATERALITY	left	lift		unalignable
nazmulkazi	D0422-S4-T04	NUMERIC	2 and when she	too in which he	too'	0
nazmulkazi	D0422-S4-T04	NUMERIC	forties	40s	40s	0
nazmulkazi	D0422-S4-T04	NUMERIC	10	10-year-old	10yearold	0
nazmulkazi	D0422-S4-T04	NUMERIC	twenty-four-year-old	24-year-old	24-year-old	0
nazmulkazi	D0422-S4-T04	NUMERIC	going	24	24	0
nazmulkazi	D0422-S4-T04	NUMERIC	thirties	30s	30s	0
nazmulkazi	D0422-S4-T04	NUMERIC	20	24	24	0
nazmulkazi	D0422-S4-T04	LATERALITY	right	bright	bright	0
nazmulkazi	D0422-S4-T04	NUMERIC	u2	bye		unalignable
nazmulkazi	D0422-S4-T05	NEGATION_FLIP	and not	in that	been talking less about my frustrations with him so i can be available to him and not clearly not very good time in his life and not talking	1
nazmulkazi	D0422-S4-T05	NUMERIC	2	two	two	0
nazmulkazi	D0422-S4-T05	NEGATION_FLIP	nice guy fisher out of	not exactly sure how to	i am not exactly sure fram	0
nazmulkazi	D0422-S4-T05	NUMERIC	6	six	six	0
nazmulkazi	D0422-S4-T05	NUMERIC	2	two	some of us are leaving the reception the wedding reception at 2 in the morning	1
nazmulkazi	D0422-S4-T05	NEGATION_FLIP	no		no memories from	1
nazmulkazi	D0422-S4-T05	NEGATION_FLIP	act i	ect no		unalignable
nazmulkazi	D0422-S4-T05	NEGATION_FLIP	i	no		unalignable
nazmulkazi	D0422-S4-T05	NEGATION_FLIP	i	no		unalignable
nazmulkazi	D0422-S4-T05	NEGATION_FLIP	no	know		unalignable
nazmulkazi	D0422-S4-T05	NUMERIC	50	50-50		unalignable
nazmulkazi	D0422-S4-T05	NUMERIC	50			unalignable
nazmulkazi	D0422-S4-T05	NEGATION_FLIP	canton oh	can't know		unalignable
nazmulkazi	D0422-S4-T05	NUMERIC	50	50-50		unalignable
nazmulkazi	D0422-S4-T05	NUMERIC	50			unalignable
nazmulkazi	D0422-S4-T05	NUMERIC	5545	55-45		unalignable
nazmulkazi	D0423-S1-T01	NEGATION_FLIP	decide knots by guess	not to buy gifts	my marriage i don't know and then yes i don't know if i can really remember if there were other significant events of that week but the weekend for christmas this year we decide not by guess we ended up buying a	0
nazmulkazi	D0423-S1-T01	NUMERIC	6	o'clock	what was that we you were really able to say but i know that words probably like the bullet point that you could have used for the 6	1
nazmulkazi	D0423-S1-T01	NUMERIC	third	third-person	a third person relationship and	1
nazmulkazi	D0423-S1-T01	NEGATION_FLIP	not	that	recognizing not sitting on my emotions and being	1
nazmulkazi	D0423-S1-T01	LATERALITY	right		it right	1
nazmulkazi	D0423-S1-T01	NEGATION_FLIP	not	that	that	0
nazmulkazi	D0423-S1-T01	NUMERIC	7	seven	seven	0
nazmulkazi	D0423-S1-T01	NUMERIC	7	seven	seven	0
nazmulkazi	D0423-S1-T01	NEGATION_FLIP	i	no	youh	1
nazmulkazi	D0423-S1-T01	NUMERIC	9	nine	nine	0
nazmulkazi	D0423-S1-T01	NUMERIC	5	five-year-old	fiveyar	0
nazmulkazi	D0423-S1-T01	NUMERIC	to	two	talking to complete different languages and i recognized in just sitting there	1
nazmulkazi	D0423-S1-T01	NEGATION_FLIP	knock it	not get	trying to knock get	1
nazmulkazi	D0423-S1-T01	NEGATION_FLIP	can	can't	cant	1
nazmulkazi	D0423-S1-T01	NUMERIC	7	seven	seven	0
nazmulkazi	D0423-S1-T01	NEGATION_FLIP	can	can't		unalignable
nazmulkazi	D0423-S1-T01	NUMERIC	7 year absence	seven-year absence period	seven year absence	0
nazmulkazi	D0423-S1-T01	NUMERIC	it	three	three	0
nazmulkazi	D0423-S1-T01	NUMERIC	four	three	of her	0
nazmulkazi	D0423-S1-T01	NUMERIC	4	profunctionally	for	0
nazmulkazi	D0423-S1-T01	NUMERIC	2	two	two	0
nazmulkazi	D0423-S1-T01	NUMERIC	5 minutes	five-minute segment	five minute segment	0
nazmulkazi	D0423-S1-T01	NUMERIC	five	five-minute	a little five	1
nazmulkazi	D0423-S1-T01	NUMERIC	6	six	six	0
nazmulkazi	D0423-S1-T01	NUMERIC	7	seven	seven	0
nazmulkazi	D0423-S1-T01	NUMERIC	45	45-minute	45-minute	0
nazmulkazi	D0423-S1-T01	NUMERIC	3	three	three	0
nazmulkazi	D0423-S1-T01	NUMERIC	3-day	three-day	threeding	0
nazmulkazi	D0423-S1-T02	NEGATION_FLIP	was	wasn't	wasn'	1
nazmulkazi	D0423-S1-T02	NEGATION_FLIP	could	couldn't	can	1
nazmulkazi	D0423-S1-T02	NEGATION_FLIP	know	no		unalignable
nazmulkazi	D0423-S1-T02	NUMERIC	6	six	six	0
nazmulkazi	D0423-S1-T02	NEGATION_FLIP	don't			unalignable
nazmulkazi	D0423-S1-T02	NEGATION_FLIP	can	shouldn't	the	1
nazmulkazi	D0423-S1-T02	NEGATION_FLIP	i	no	i	1
nazmulkazi	D0423-S1-T02	NEGATION_FLIP	i	no	no	0
nazmulkazi	D0423-S1-T02	NEGATION_FLIP	have	haven't		unalignable
nazmulkazi	D0423-S1-T02	NEGATION_FLIP	can't	can	can'	0
nazmulkazi	D0423-S1-T02	NEGATION_FLIP	doesn't	does	does	0
nazmulkazi	D0423-S1-T02	NUMERIC	one	juan	is good and interesting one	1
nazmulkazi	D0423-S1-T02	NEGATION_FLIP	i	no		unalignable
nazmulkazi	D0423-S1-T02	NEGATION_FLIP	i'm not	in that	in that	0
nazmulkazi	D0423-S1-T02	NUMERIC	hopeful two	helpful to	am helpful to	0
nazmulkazi	D0423-S1-T02	NEGATION_FLIP	you know you could find a lot of categories that don't fall under obligation but well and so this is when things right like this is why the brown students and their taxes are so relevant like they're not meeting their obligations but it doesn't change what i need to do so obviously i don't love them so that's the issue but i feel like you're arguing for some sort of society in my perceptions and i just actually not maybe before a little bit i wasn't necessarily suggesting that okay i was more so		you find a lot of categories' fa under obligation and so this right like this is why the brown students and theirtaxes are so relev like they are not meeting their obligations n' change what i need to do so obviously i don't love them so that's the issue but i feel like you are arguing for some sort ofxicity in my perceptions and i just actually not maybe before a little b i wasn't necessarily suggesting that o i was more so	1
nazmulkazi	D0423-S1-T02	LATERALITY	you know you could find a lot of categories that don't fall under obligation but well and so this is when things right like this is why the brown students and their taxes are so relevant like they're not meeting their obligations but it doesn't change what i need to do so obviously i don't love them so that's the issue but i feel like you're arguing for some sort of society in my perceptions and i just actually not maybe before a little bit i wasn't necessarily suggesting that okay i was more so		you find a lot of categories' fa under obligation and so this right like this is why the brown students and theirtaxes are so relev like they are not meeting their obligations n' change what i need to do so obviously i don't love them so that's the issue but i feel like you are arguing for some sort ofxicity in my perceptions and i just actually not maybe before a little b i wasn't necessarily suggesting that o i was more so	1
nazmulkazi	D0423-S1-T02	NEGATION_FLIP	two kinds of categories of responsibility not represent us attorney for someone i see i see yeah we're going to need to stop there for today okay because i'll see you next week all right okay take care		saying two kinds of categories of responsibility not repre for	1
nazmulkazi	D0423-S1-T02	NUMERIC	two kinds of categories of responsibility not represent us attorney for someone i see i see yeah we're going to need to stop there for today okay because i'll see you next week all right okay take care		saying two kinds of categories of responsibility not repre for	1
nazmulkazi	D0423-S1-T03	NUMERIC	ii	second	second	0
nazmulkazi	D0423-S1-T03	NEGATION_FLIP	haven't talked in	have and call	and call it good	0
nazmulkazi	D0423-S1-T03	NEGATION_FLIP	make something unimportant	that not important	that not important	0
nazmulkazi	D0423-S1-T03	NEGATION_FLIP	no	night	all night	0
nazmulkazi	D0423-S1-T03	NUMERIC	1	was	once a	0
nazmulkazi	D0423-S1-T03	NEGATION_FLIP	was	wasn't	was'	1
nazmulkazi	D0423-S1-T03	NUMERIC	two	to	to	0
nazmulkazi	D0423-S1-T03	NUMERIC	two	to	to	0
nazmulkazi	D0423-S1-T03	NEGATION_FLIP	was an	wasn't ideal	easy thing to say is that monday night post session was an idea but it also wasn't	0
nazmulkazi	D0423-S1-T03	NEGATION_FLIP	knot	not	not	0
nazmulkazi	D0423-S1-T03	NUMERIC	6	six	six	0
nazmulkazi	D0423-S1-T03	NEGATION_FLIP	has not truly		is not wholy	1
nazmulkazi	D0423-S1-T03	NEGATION_FLIP	had	hadn't	hadt	1
nazmulkazi	D0423-S1-T03	NUMERIC	ii	second	the second	0
nazmulkazi	D0423-S2-T01	LATERALITY	right	straight	straight	0
nazmulkazi	D0423-S2-T01	NEGATION_FLIP	no		know	0
nazmulkazi	D0423-S2-T02	NEGATION_FLIP	i	no	no	0
nazmulkazi	D0423-S2-T02	NUMERIC	when	one	when	1
nazmulkazi	D0423-S2-T02	NUMERIC	9	nine	i am	0
nazmulkazi	D0423-S2-T02	NEGATION_FLIP	could	couldn't	couldt	1
nazmulkazi	D0423-S2-T02	LATERALITY	i may ask	i'm left to	my worth or self-esteem off of doing all of that and if i am love to	1
nazmulkazi	D0423-S2-T02	NUMERIC	2	two	two	0
nazmulkazi	D0423-S2-T02	NEGATION_FLIP	no	know	know	0
nazmulkazi	D0423-S2-T02	NUMERIC	about 2	that too	that too	0
nazmulkazi	D0423-S2-T02	NEGATION_FLIP	know	no	no	0
nazmulkazi	D0423-S2-T02	NEGATION_FLIP	envy no part	emphasis on applauding	is not e on applott	1
nazmulkazi	D0423-S2-T02	NUMERIC	1	one	one	0
nazmulkazi	D0423-S2-T03	NUMERIC	half	half-hour	half-hour	0
nazmulkazi	D0423-S2-T03	NUMERIC	for	four	four	0
nazmulkazi	D0423-S2-T03	NUMERIC	time	10	10	0
nazmulkazi	D0423-S2-T03	NEGATION_FLIP	isn't here in	that's inherent or	that iss inherent or	0
nazmulkazi	D0423-S2-T03	NUMERIC	3	three	three	0
nazmulkazi	D0423-S2-T03	NUMERIC	4	four	four	0
nazmulkazi	D0423-S2-T03	NUMERIC	5	five	five	0
nazmulkazi	D0423-S2-T03	NUMERIC	6th		to sick	0
nazmulkazi	D0423-S2-T03	NUMERIC	6	six	six	0
nazmulkazi	D0423-S2-T03	NUMERIC	3	three	three	0
nazmulkazi	D0423-S2-T03	NUMERIC	civics	six	six	0
nazmulkazi	D0423-S2-T03	NUMERIC	3	three	was in	0
nazmulkazi	D0423-S2-T03	NUMERIC	and grey sex scene when	in grade six they knew	to kleal in grade six they knew	0
nazmulkazi	D0423-S2-T03	NUMERIC	6 is	six was	s was	0
nazmulkazi	D0423-S2-T03	NUMERIC	add s i t a r	first had this idea of wearing	first this idea wearing a	0
nazmulkazi	D0423-S2-T03	NEGATION_FLIP	going to	we couldn't	who couldn't	0
nazmulkazi	D0423-S2-T03	NEGATION_FLIP	not empty	an emptier	was not emptyer	1
nazmulkazi	D0423-S2-T03	NUMERIC	and 6th	in sixth	time and then what was really hard and sixth	0
nazmulkazi	D0423-S2-T03	NUMERIC	6	six	six	0
nazmulkazi	D0423-S2-T03	NUMERIC	6	six	six	0
nazmulkazi	D0423-S2-T03	NUMERIC	3	three	three	0
nazmulkazi	D0423-S2-T03	NUMERIC	6	six	six	0
nazmulkazi	D0423-S2-T03	NEGATION_FLIP	was	wasn't	was'	1
nazmulkazi	D0423-S2-T03	NEGATION_FLIP	haven't	had	had	0
nazmulkazi	D0423-S2-T03	NUMERIC	6 foot	six-foot snowstorm	six foot	0
nazmulkazi	D0423-S2-T03	NUMERIC	grace 6	grade six	grade six	0
nazmulkazi	D0423-S2-T03	NUMERIC	7	seven	seven	0
nazmulkazi	D0423-S2-T03	NUMERIC	7 8	seven eight	and eight	0
nazmulkazi	D0423-S2-T03	NUMERIC	for	four	four	0
