dataset	file_id	error_type	ref_words	hyp_words	fused_words	primary_category	all_categories	fusion_changed_position	fusion_fixed_position	likely_meaning_change	meaning_change_reason
kokoro-va-sample	O721	delete	left abdominal pain first doctor o721 uh-huh he didn't have the hernia it wasn't as large and protruding as it is now first doctor o721 uh-huh or i would've said something and he would've said something i try to allow him to he's the patient i'm just somebody that's in the family second doctor o721 yeah zyprexa is just given for anti-psychotic first doctor o721 it's usually given at night for insomnia insomnia but he takes it twice a day with the ativan together when i give him one i give the other first doctor o721 hmm alright so we'll have the labs checked you can go over to the laboratory after this yeah i came for the visit so i just wanted his electrolytes checked first doctor o721 uh-huh so i'll be back down first doctor o721 of course and in terms of the um the constipation is he yeah o721 okay would that help second doctor o721 um it might who uh uh before he came into the hospital uh the hospice doctor his name was dr lee second doctor o721 okay is that i think it's something like that second doctor o721 because really what we'd have to do just so that we i'm not sure i never saw him or talked to him second doctor o721 okay the only person i've ever seen is the uh the nurse you know manager second doctor o721 and who's that uh we're trying to do and he's not comfortable maybe they'd be willing to i honestly don't know so we can put in the referral and find out with lung cancer are you supposed to my question to you have abdominal pain he's been having abdominal pain for six months second doctor o721 from the hernia right where he's telling you now second doctor o721 yeah from the hernia this isn't the cancer this is the hernia okay well that's where his pain is second doctor o721 i'm just his wife i don't have his pain that's why i want him to express himself second doctor o721 usually the patients are pretty good at expressing themselves i'm sorry i clicked it off so i'll stop talking so ya'll second doctor o721 well you know it sounds like when did you last see your cancer doctors out of curiosity because the last note i could find was august has it been that long and while we were in the hospital the last time we saw oncology cancer taking the docusate or is he out of that he's got all of his he's got the suppositories and what he don't have she told me to write everything down so we can talk about it he don't have the i'm not frustrated about anything first doctor o721 uh-huh i just didn't want him to go he was in bad shape when he came in here on christmas first doctor o721 uh-huh i didn't want him to get back like that again um he's taking the um he needs the is that right his nurse manager her name is karen second doctor o721 okay so maybe what the best thing we could probably do is to try to get a hold of the people who are actually prescribing the pain medicines right now i'll let them know we need to make some adjustments we could enter them in but we probably need to work with you know have a discussion with them about it and let them know that he's not getting adequate pain control now let me be specific in terms right and nothing in his chest second doctor o721 but what i'm saying is so that's not from the cancer it's from the hernia second doctor o721 no it's from the hernia where he's pointing to is the hernia okay second doctor o721 okay so let's just go on and talk to the surgeon or let me look at your backside first okay you know your wife told me you had that ulcer do you mind if i look at it i'm gonna just grab some gloves first okay let me people second doctor o721 uh-huh was august 30 2022 second doctor o721 okay we had one appointment we talked to someone that pulled up the computer and told us the results can you hear me with all that rattling second doctor o721 no i can hear you go ahead i'm listening so on august the 30th she didn't examine my husband all that she did was told him the results she had never seen him before second doctor o721 okay the pet scan second doctor o721 okay that patch for smoking nicoderm he needs the lidoderm patch first doctor o721 so the lidoderm patch i don't see in here so we have to call them to find out what's going on with that right and um he needs the um fentanyl patch and you were saying to and then increase it to 100 instead of 50 or just wait for now first doctor o721 she's gonna manage the pain stuff and she's calling over to the nurse that you're talking about so she's gonna take care of that that's been uh-huh of understanding			DRUG	ANATOMY,CONDITION,DRUG,FINDING,PROCEDURE,SYMPTOM	0	0	0	True
kokoro-va-sample	O721	delete	he's not getting adequate control sarah			generic		0	0	0	True
kokoro-va-sample	O721	delete	ever at a point where you're			generic		0	0	0	True
kokoro-va-sample	O721	delete	like your pain is being well controlled or do you always have pain squeeze past you here was done at va jesse brown hospital she told him the results of the pet scan where the cancer how it was staged and how it had mets spread and to what areas of the body as to what ribs and bones and so with that and i asked could i have a follow-up appointment with surgery would that be curative and she said no i asked if we'd have chemotherapy and she said no i asked if we'd have radiation therapy second his nurse for the last five months so first doctor o721 okay we get a lot of medicines so all his medicines this nurse didn't prescribe va prescribed so um but we been coming here so much we came in here i'm glad ya'll are gonna do the labs to see where he is bloodwork so his calcium won't be real high or low or whatever and he doesn't get real sick like he was christmas i spent christmas at va hospital and new year's i was here for nine days so first doctor o721 uh-huh how are you feeling			DRUG	ANATOMY,CONDITION,DRUG,FINDING,PROCEDURE	0	0	0	True
kokoro-va-sample	O721	delete	doctor o721 yeah and she said no and then my husband asked her second doctor o721 cause it didn't help yeah my husband asked her if he could have surgery in terms of removing the tumor and she said it was 3 2 it was located so close to his heart that second doctor o721 yeah uh it would be very dangerous second doctor o721 yeah i saw that and then he asked her again second doctor o721 uh-huh i'm trying to tell you what i don't want him to get back in that shape if they could catch it i mean would the va hospital allow him to get the iv therapy or they don't do that first doctor o721 for what though his electrolyte imbalance first doctor o721 well we don't know what his electrolytes are i'm saying if he became imbalanced			DRUG	CONDITION,DRUG,FINDING,SYMPTOM	0	0	0	True
kokoro-va-sample	O721	delete	he was christmas would they put him in the hospital here first doctor o721 um if it was bad enough yeah cause he was real bad when he um came in here like			generic		0	0	0	True
kokoro-va-sample	O721	delete	happened second doctor o721 okay i have read all of this already yeah i did read it yeah okay i'm trying to tell you what happened he asked her again how we don't understand second doctor o721 uh-huh could they surgically remove the um tumor second doctor o721 uh-huh and she said that uh they couldn't because of the location of the tumor second doctor o721 right uh-huh so then while he was hospitalized i m getting so long-winded while he was here from december 25th to january christmas first doctor o721 oh if it was bad enough they would just put him in oh he can't sit up too long like he just he'll get real tired that's why he's laying down now he gets real tired first doctor o721 okay real easy is it anemia or something i mean if it could first doctor o721 it could be from fatigue from the cancer itself that happens oh okay first doctor o721 it makes him tired oh the cancer makes him tired first doctor o721 it can yeah do you think uh-huh 2nd i asked them if we could talk with oncology i didn't know if we could get involved with some trial studies medicine or anything second doctor o721 uh-huh uh-huh and uh they said that they weren't because of the holidays able to get an appointment but once he was discharged they would try to get an appointment when they gave him an appointment it was a snow storm on the thursday second doctor o721 hmm and i couldn't take my husband i'm frustrating because i'm asking questions is it not allowed to ask questions first doctor o721 oh no you can ask questions i mean that's fine i'm not trying to i'm not frustrated about anything i'm just trying to find out uh what you all can do what i can do for my husband the patient you know is there something wrong with that first doctor o721 no but she said i was frustrated i am not frustrated i'm just trying to find out is there something i can do i got 17 grandkids it's been hard out in a snowstorm second doctor o721 uh-huh so i made another appointment for this week which is thursday second doctor o721 okay uh at to see oncology i don't know second doctor o721 so you have one on thursday i have an appointment at 8 45 for oncology that i made for this week but i don't know what they'll be able to do if they don't examine him i'll be very irate second doctor o721 uh-huh i will be very upset if they don't even and i'll be asking are you hungry if you say you don't want eggs then i'll ask them do you want waffles or does you want cold cereal or you want orange juice or you want nothing and so that's saying something i'm doing the same thing here i'm asking what can we do as a team trying to work for the patient sarah that's the only thing i'm asking is that allowed first doctor o721 of course it's allowed of course it's allowed i'm just not in a hammock she can't make me get in			PROCEDURE	ANATOMY,CONDITION,FINDING,PROCEDURE,SYMPTOM	0	0	0	True
kokoro-va-sample	O721	delete	examine him what i don't like can i say this i hate for people to just conclude second doctor o721 okay i hate waiting i hate for people to just can i finish give up and that's what i m feeling when hospice comes to your home the reason why i don't like their philosophy they're coming in in terms of treating the symptoms second doctor o721 uh-huh in terms of saying well we don't do this yet so far they have not been a hammock - i m just resting - i had a patient once cause i worked in health care first doctor o721 uh-huh and i had a patient once and uh i was coming to work i was working at 11 to 7 and when i got to my facility where i was working i had on some pink house shoes cause i didn't want to be late cause i'd been the supervisor so when i walked in to make my rounds the patient reached out for my hot chocolate first doctor o721 uh-huh			PROCEDURE	PROCEDURE,SYMPTOM	0	0	0	True
kokoro-va-sample	O721	delete	able to control the pain second doctor o721 uh-huh and make sarah my husband comfortable second doctor o721 okay are you finished or do you still have something you want to tell me yeah i want to tell you that uh he's so thin he's had such tremendous weight loss that i was wondering is it possible for them to give him some type of donut or something second doctor o721 yeah it could help right well i mean i guess it'll come from cause they had gave this patient up and they had said oh you know but i was kinda tired you know when you work 11 to 7 it looks like you're in a different world we never get enough rest but i was a supervisor so i had to make rounds and we gave him the hot chocolate and they had said this patient wasn t sick this patient happily told the doctor that he was alright to first doctor o721 uh-huh to give him um whatever he wanted first doctor o721			PROCEDURE	FINDING,PROCEDURE,SYMPTOM	0	0	0	True
kokoro-va-sample	O721	delete	hospice i don't know if it'll come from the va hospice second doctor o721 okay this donut cause he's so he started getting a decubitus it was just it wasn't even 1 centimeter it was like half of a centimeter or something second doctor o721 does he have one now a decubitus on his coccyx area second doctor o721 okay but what happens that it was just like a skin break second doctor o721 we'll look at it and uh they they put a dressing to it before he uh-huh he was able to tolerate change from um what they had said to almost two years first doctor o721 hmm so he lived for a long time i can't help it because i want a long time for my husband first doctor o721 uh-huh that's not my problem i married somebody else that was sick that's not my problem i have a role here it s not very much first doctor o721 uh-huh but i worked in health care for a long time first doctor o721 uh-huh so i can't help it			PROCEDURE	ANATOMY,CONDITION,FINDING,PROCEDURE	0	0	0	True
kokoro-va-sample	O721	delete	uh left the hospital and i don't know if it's showing up on the computer now and so but if you have these donuts or stuff would that help second doctor o721 probably not no second doctor o721 the donuts don't help decubitus ulcers we'll take a look at it maybe it'll help in the wheelchair because i want this i'm not frustrated i'm just asking questions first doctor o721 uh-huh i'm trying to find out with my experiences my education first doctor o721 uh-huh i appreciate your patience first doctor o721 no i'm glad you asked i think you asked appropriately and we answered well and i found out why my husband seemed to be so weak see he told me karen you don't let me say nothing so see how he rests and lays back first doctor o721 let me go find out i just			CONDITION	CONDITION,FINDING	0	0	0	True
kokoro-va-sample	O721	substitute	want	vertebra	vertebra	generic		0	0	1	unclassified
kokoro-va-sample	O721	delete	to find out what the next steps are is that okay i mean can you help first doctor o721 i'll be back in a minute okay and thank you for i really appreciate you first doctor o721 you're welcome first doctor o721 okay so we did call and talked with her and um she's going to be the one to you guys tomorrow and we're gonna try to get the lidoderm and the nicotine patch so these are not formulary items here in the va so we'll um we'll get them ordered she's going to vertebrae continue to order them for him but we're going to try to get them ordered here i have to speak with the pharmacist but he's not available at			PROCEDURE	ANATOMY,FINDING,PROCEDURE	0	0	0	True
kokoro-va-sample	O721	delete	time yet but i'll speak with her and if we can get it then we'll have it mailed um they always say that and then they don t okay do you want him to sit on the examining table or do you want him to sit over here this			FINDING	FINDING	0	0	0	True
kokoro-va-sample	O721	substitute	yeah	yida	yida	filler	filler	0	0	1	unclassified
kokoro-va-sample	O721	substitute	what's	what	what	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	alright	right	right	filler	filler	0	0	0	filler_to_filler
kokoro-va-sample	O721	substitute	uh-huh	ua	ua	generic		0	0	1	unclassified
kokoro-va-sample	O721	delete	uh			filler	filler	0	0	0	pure_deletion_filler
kokoro-va-sample	O721	substitute	yeah	yes	yes	filler	filler	0	0	1	unclassified
kokoro-va-sample	O721	delete	uh-huh			generic		0	0	0	True
kokoro-va-sample	O721	substitute	uh-huh	it's	it's	generic		0	0	1	unclassified
kokoro-va-sample	O721	delete	it s			generic		0	0	0	True
kokoro-va-sample	O721	substitute	uh-huh	ulhai	ulhai	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	uh	ooa	ooa	filler	filler	0	0	1	unclassified
kokoro-va-sample	O721	substitute	uh-huh	ulhai	ulhai	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	uh-huh	ulhai	ulhai	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	dilaudid	diladid	diladid	DRUG	DRUG	0	0	1	unclassified
kokoro-va-sample	O721	substitute	dilaudid	dilated	dilated	DRUG	DRUG	0	0	1	unclassified
kokoro-va-sample	O721	substitute	uh-huh	uh	uh	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	it's	job	job	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	ya'll	yil	yil	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	uh-huh	uha	uha	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	uh-huh	uh	uh	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	uh-huh	uh	uh	generic		0	0	1	unclassified
kokoro-va-sample	O721	delete	uh-huh			generic		0	0	0	True
kokoro-va-sample	O721	substitute	uh-huh	uh	uh	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	uh	ooh	ooh	filler	filler	0	0	1	unclassified
kokoro-va-sample	O721	substitute	uh-huh	uha	uha	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	uh-huh	uha	uha	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	dilaudid dilaudid	dilated diladid	dilitid dilaudid is given every two hours okay and the fentanyl patch is every 72 hours	DRUG	DRUG	1	0	1	unclassified
kokoro-va-sample	O721	substitute	uh-huh	uh	uh	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	uh	ooh	ooh	filler	filler	0	0	1	unclassified
kokoro-va-sample	O721	substitute	ones	one's	one's	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	uh-huh	ooh	ooh	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	uh	ooh	ooh	filler	filler	0	0	1	unclassified
kokoro-va-sample	O721	substitute	uh	ooh	ooh	filler	filler	0	0	1	unclassified
kokoro-va-sample	O721	substitute	uh-huh	ooh	ooh	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	uh-huh	uha	uha	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	2011	11	11	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	copd	copt	copt	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	uh-huh	uh	uh	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	cause	because	because	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	uh-huh	uh	uh	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	uh-huh	uh	uh	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	i	i'm	i'm	generic		0	0	1	unclassified
kokoro-va-sample	O721	delete	m			generic		0	0	0	True
kokoro-va-sample	O721	substitute	dilaudid	diladed	diladed	DRUG	DRUG	0	0	1	unclassified
kokoro-va-sample	O721	substitute	uh-huh	uh	uh	generic		0	0	1	unclassified
kokoro-va-sample	O721	delete	does it			generic		0	0	0	True
kokoro-va-sample	O721	substitute	dilaudid	diladid	diladid	DRUG	DRUG	0	0	1	unclassified
kokoro-va-sample	O721	substitute	uh	ua	ua	filler	filler	0	0	1	unclassified
kokoro-va-sample	O721	delete	it			generic		0	0	0	True
kokoro-va-sample	O721	substitute	1 00	one 0-0	one 0-0	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	uh	ua	ua	filler	filler	0	0	1	unclassified
kokoro-va-sample	O721	substitute	uh	ua	ua	filler	filler	0	0	1	unclassified
kokoro-va-sample	O721	substitute	i	i've	i've	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	ativan	adavin	adavin	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	seroquel	seraquil	okay and um then they gave him an anti-anxiety medicine looks like they gave him seroquel and	DRUG	DRUG	1	0	1	unclassified
kokoro-va-sample	O721	substitute	uh	ua	ua	filler	filler	0	0	1	unclassified
kokoro-va-sample	O721	substitute	olanzapine	alanzapine	what is the other one there's two of them olanzapine and	DRUG	DRUG	1	0	1	unclassified
kokoro-va-sample	O721	substitute	seroquel	seraquil	seraquil	DRUG	DRUG	0	0	1	unclassified
kokoro-va-sample	O721	substitute	olanzapine	alanzapine	alanzapine	DRUG	DRUG	0	0	1	unclassified
kokoro-va-sample	O721	substitute	olanzapine	alanzapine	if he does not take the olanzapine he becomes very anxious very very anxious and you have that at home or do you need more refills of it but we need refills of that okay i didn't give him the other one but the	DRUG	DRUG	1	0	1	unclassified
kokoro-va-sample	O721	substitute	seroquel	seraquil	seraquil	DRUG	DRUG	0	0	1	unclassified
kokoro-va-sample	O721	substitute	seroquel	seraquil	oh that's the seroquel the seroquel i need that that's at night that's the one at night right but but i need the hydrocodone what is that one um this is the	DRUG	DRUG	1	0	1	unclassified
kokoro-va-sample	O721	substitute	seroquel	seraquil	oh that's the seroquel the seroquel i need that that's at night that's the one at night right but but i need the hydrocodone what is that one um this is the	DRUG	DRUG	1	0	1	unclassified
kokoro-va-sample	O721	substitute	dilaudid	diladid	diladid	DRUG	DRUG	0	0	1	unclassified
kokoro-va-sample	O721	substitute	probenecid	probenicid	probenicid	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	50	fifty	fifty	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	50	fifty	fifty	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	uh	ua	ua	filler	filler	0	0	1	unclassified
kokoro-va-sample	O721	substitute	uh	ooh	ooh	filler	filler	0	0	1	unclassified
kokoro-va-sample	O721	delete	about			generic		0	0	0	True
kokoro-va-sample	O721	substitute	uh	ua	ua	filler	filler	0	0	1	unclassified
kokoro-va-sample	O721	substitute	uh	ua	ua	filler	filler	0	0	1	unclassified
kokoro-va-sample	O721	substitute	no	number	number	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	dilaudid	diladid	diladid	DRUG	DRUG	0	0	1	unclassified
kokoro-va-sample	O721	substitute	dilaudid	dilodid	dilodid	DRUG	DRUG	0	0	1	unclassified
kokoro-va-sample	O721	substitute	ativan	atavan	atavan	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	working	worked	worked	generic		0	0	0	morphology_only
kokoro-va-sample	O721	substitute	ativan	adavan	adavan	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	zyprexa zyprexa	ziprexa ziprexa	ziprexa ziprexa	DRUG	DRUG	0	0	1	unclassified
kokoro-va-sample	O721	substitute	olanzapine	alanzapine	um i think um i think that's the olanzapine yeah but he has to have the	DRUG	DRUG	1	0	1	unclassified
kokoro-va-sample	O721	substitute	ativan	atavan	atavan	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	isn	isn't	isn't	generic		0	0	1	unclassified
kokoro-va-sample	O721	delete	t			generic		0	0	0	True
kokoro-va-sample	O721	substitute	ativan	atavan	atavan	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	ativan	atavan	atavan	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	zyprexa	zibrexa	zibrexa	DRUG	DRUG	0	0	1	unclassified
kokoro-va-sample	O721	substitute	seroquel seroquel	seraquil seraquil	seraquil seraquil	DRUG	DRUG	0	0	1	unclassified
kokoro-va-sample	O721	substitute	zyprexa	ziprexa	only thing i give is the zyprexa and i give	DRUG	DRUG	1	0	1	unclassified
kokoro-va-sample	O721	substitute	ativan	atavan	atavan	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	ativan	atavan	atavan	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	they	they're	they're	generic		0	0	1	unclassified
kokoro-va-sample	O721	delete	re			generic		0	0	0	True
kokoro-va-sample	O721	substitute	uh	ua	ua	filler	filler	0	0	1	unclassified
kokoro-va-sample	O721	substitute	yeah	yes	yes	filler	filler	0	0	1	unclassified
kokoro-va-sample	O721	substitute	ya'll	you'll	you'll	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	uh	ua	ua	filler	filler	0	0	1	unclassified
kokoro-va-sample	O721	substitute	didn	didn't	didn't	generic		0	0	1	unclassified
kokoro-va-sample	O721	delete	t			generic		0	0	0	True
kokoro-va-sample	O721	substitute	alright	right	right	filler	filler	0	0	0	filler_to_filler
kokoro-va-sample	O721	substitute	uh-huh	uha	uha	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	alright	write	write	filler	filler	0	0	1	unclassified
kokoro-va-sample	O721	delete	yeah			filler	filler	0	0	0	pure_deletion_filler
kokoro-va-sample	O721	delete	that			generic		0	0	0	True
kokoro-va-sample	O721	substitute	then	than	than	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	alright	right	right	filler	filler	0	0	0	filler_to_filler
kokoro-va-sample	O721	delete	for			generic		0	0	0	True
kokoro-va-sample	O721	substitute	uh-huh	uha	uha	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	uh	ooh	ooh	filler	filler	0	0	1	unclassified
kokoro-va-sample	O721	substitute	don	don't	don't	generic		0	0	1	unclassified
kokoro-va-sample	O721	delete	t			generic		0	0	0	True
kokoro-va-sample	O721	substitute	ensures	shores	shores	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	hmm	him	him	filler	filler	0	0	1	unclassified
kokoro-va-sample	O721	substitute	where	or	or	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	uh-huh	uh	uh	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	uh-huh	uh	uh	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	high	hi	hi	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	uh-huh	uh	uh	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	uh-huh	uh	uh	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	we	we're	we're	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	don	don't	don't	generic		0	0	1	unclassified
kokoro-va-sample	O721	delete	t			generic		0	0	0	True
kokoro-va-sample	O721	substitute	hmm	him	him	filler	filler	0	0	1	unclassified
kokoro-va-sample	O721	substitute	uh-huh	uha	uha	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	comfort	comfort-palliative	comfort-palliative	generic		0	0	1	unclassified
kokoro-va-sample	O721	delete	palliative			generic		0	0	0	True
kokoro-va-sample	O721	substitute	ya'll	you'll	you'll	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	ya'll	you'll	you'll	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	uh	ura	ura	filler	filler	0	0	1	unclassified
kokoro-va-sample	O721	delete	a			generic		0	0	0	True
kokoro-va-sample	O721	substitute	uh-huh	uha	uha	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	alright	right	right	filler	filler	0	0	0	filler_to_filler
kokoro-va-sample	O721	substitute	no	know	know	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	his	has	has	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	ya'll	you	you	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	alright	right	right	filler	filler	0	0	0	filler_to_filler
kokoro-va-sample	O721	substitute	o721	0721	0721	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	o721	0721	0721	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	second	2	2	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	o721	0721	0721	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	don	don't	don't	generic		0	0	1	unclassified
kokoro-va-sample	O721	delete	t			generic		0	0	0	True
kokoro-va-sample	O721	substitute	second	2nd	2nd	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	o721	0721	0721	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	second	2nd	2nd	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	o721	0721	0721	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	second	2nd	2nd	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	o721	0721	0721	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	second	2nd	2nd	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	o721	0721	0721	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	second	2nd	2nd	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	o721 we'll	0721 will	0721 will	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	in's	ins	ins	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	out's	outs	outs	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	second	2nd	2nd	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	o721	0721	0721	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	here	hear	hear	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	second	2nd	2nd	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	o721	0721	0721	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	second	2nd	2nd	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	o721	0721	0721	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	second	2nd	2nd	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	o721 uh-huh	0721 ooha	0721 ooha	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	second	2nd	2nd	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	o721	0721	0721	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	second	2nd	2nd	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	o721	0721	0721	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	you	you're	you're	generic		0	0	1	unclassified
kokoro-va-sample	O721	delete	re			generic		0	0	0	True
kokoro-va-sample	O721	substitute	o721	0721	0721	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	o721	0721	0721	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	o721	0721	0721	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	second	2	2	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	o721	0721	0721	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	o721	0721	0721	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	second	2nd	2nd	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	o721	0721	0721	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	uh	ooh	ooh	filler	filler	0	0	1	unclassified
kokoro-va-sample	O721	substitute	second	2nd	2nd	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	o721	0721	0721	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	dilaudid second	diladid 2nd	diladid 2nd	DRUG	DRUG	0	0	1	unclassified
kokoro-va-sample	O721	substitute	o721	0721	0721	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	second	2nd	2nd	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	o721	0721	0721	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	dilaudid	dilated	dilated	DRUG	DRUG	0	0	1	unclassified
kokoro-va-sample	O721	substitute	ativan	adavan	adavan	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	ativan	adavan	adavan	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	hospice	hospital	hospital	PROCEDURE	PROCEDURE	0	0	1	unclassified
kokoro-va-sample	O721	substitute	second	2nd	2nd	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	o721	0721	0721	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	zyprexa	ziprexa	okay so now he's on zyprexa and	DRUG	DRUG	1	0	1	unclassified
kokoro-va-sample	O721	substitute	ativan second	adavan 2nd	adavan 2nd	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	o721	0721	0721	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	dilaudid	dilated	dilated	DRUG	DRUG	0	0	1	unclassified
kokoro-va-sample	O721	substitute	second	2nd	2nd	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	o721	0721	0721	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	second	2nd	2nd	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	o721	0721	0721	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	second	2nd	2nd	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	o721	0721	0721	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	second	2nd	2nd	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	o721	0721	0721	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	second	2nd	2nd	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	o721	0721	0721	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	second	2nd	2nd	generic		0	0	1	unclassified
kokoro-va-sample	O721	substitute	o721	0721	0721	generic		0	0	1	unclassified
